case_id,prefix,k,next_act
case-4021,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t16_report_reasons_to_hold_request t17_check_report_y_to_stop_indication t19_determine_report_y_to_stop_indication t20_print_report_y_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,8,t05_print_and_send_confirmation_of_receipt
case-4025,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4025,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4025,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4025,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t03_adjust_confirmation_of_receipt
case-4025,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt,4,t02_check_confirmation_of_receipt
case-4025,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt,5,t04_determine_confirmation_of_receipt
case-4025,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,6,t05_print_and_send_confirmation_of_receipt
case-4027,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4027,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4027,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4027,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4027,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4028,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4028,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4028,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4028,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4028,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4057,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4057,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4057,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4057,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t03_adjust_confirmation_of_receipt
case-4057,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt,4,t02_check_confirmation_of_receipt
case-4057,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt,5,t04_determine_confirmation_of_receipt
case-4057,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,6,t05_print_and_send_confirmation_of_receipt
case-4058,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4058,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4058,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4058,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4058,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4059,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4059,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4059,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4059,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4059,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-709,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-709,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-709,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-709,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-709,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t07-2_draft_intern_advice_aspect_2
case-709,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-2_draft_intern_advice_aspect_2,5,t06_determine_necessity_of_stop_advice
case-709,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-2_draft_intern_advice_aspect_2 t06_determine_necessity_of_stop_advice,6,t10_determine_necessity_to_stop_indication
case-4061,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4061,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4061,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4061,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4061,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4063,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4063,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4063,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4063,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4063,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-3926,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-3926,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t06_determine_necessity_of_stop_advice
case-3926,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice,2,t10_determine_necessity_to_stop_indication
case-3926,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,3,t03_adjust_confirmation_of_receipt
case-3926,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t03_adjust_confirmation_of_receipt,4,t02_check_confirmation_of_receipt
case-3926,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt,5,t03_adjust_confirmation_of_receipt
case-3926,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt,6,t02_check_confirmation_of_receipt
case-3926,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt,7,t04_determine_confirmation_of_receipt
case-3926,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,8,t05_print_and_send_confirmation_of_receipt
case-4000,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4000,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4000,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4000,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t03_adjust_confirmation_of_receipt
case-4000,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt,4,t02_check_confirmation_of_receipt
case-4000,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt,5,t04_determine_confirmation_of_receipt
case-4000,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,6,t05_print_and_send_confirmation_of_receipt
case-4100,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t07-5_draft_intern_advice_aspect_5
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-5_draft_intern_advice_aspect_5,2,t06_determine_necessity_of_stop_advice
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-5_draft_intern_advice_aspect_5 t06_determine_necessity_of_stop_advice,3,t10_determine_necessity_to_stop_indication
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-5_draft_intern_advice_aspect_5 t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,4,t02_check_confirmation_of_receipt
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-5_draft_intern_advice_aspect_5 t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,5,t03_adjust_confirmation_of_receipt
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-5_draft_intern_advice_aspect_5 t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt,6,t02_check_confirmation_of_receipt
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-5_draft_intern_advice_aspect_5 t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt,7,t03_adjust_confirmation_of_receipt
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-5_draft_intern_advice_aspect_5 t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt,8,t02_check_confirmation_of_receipt
case-4100,confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-5_draft_intern_advice_aspect_5 t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt,9,t04_determine_confirmation_of_receipt
