case_id,activity,timestamp,lifecycle
case-4011,T02_Check_confirmation_of_receipt,2010-11-09T08:13:59.914+01:00,complete
case-4011,T03_Adjust_confirmation_of_receipt,2010-11-29T14:58:20.142+01:00,complete
case-4011,T02_Check_confirmation_of_receipt,2010-11-29T15:05:45.486+01:00,complete
case-4011,T03_Adjust_confirmation_of_receipt,2010-12-10T08:26:07.397+01:00,complete
case-4011,T02_Check_confirmation_of_receipt,2010-12-10T08:27:33.436+01:00,complete
case-4011,T04_Determine_confirmation_of_receipt,2010-12-10T08:28:24.637+01:00,complete
case-4011,T05_Print_and_send_confirmation_of_receipt,2010-12-10T08:28:35.351+01:00,complete
case-4012,Confirmation_of_receipt,2010-11-08T09:42:06.196+01:00,complete
case-4012,T06_Determine_necessity_of_stop_advice,2010-11-08T09:42:23.986+01:00,complete
case-4012,T10_Determine_necessity_to_stop_indication,2010-11-08T09:43:14.965+01:00,complete
case-4012,T02_Check_confirmation_of_receipt,2010-11-24T11:31:26.888+01:00,complete
case-4012,T04_Determine_confirmation_of_receipt,2010-11-29T14:50:55.327+01:00,complete
case-4012,T05_Print_and_send_confirmation_of_receipt,2010-11-29T15:41:08.959+01:00,complete
case-4071,Confirmation_of_receipt,2010-11-08T09:58:52.315+01:00,complete
case-4071,T06_Determine_necessity_of_stop_advice,2010-11-08T09:59:08.857+01:00,complete
case-4071,T10_Determine_necessity_to_stop_indication,2010-11-08T09:59:43.904+01:00,complete
case-4071,T02_Check_confirmation_of_receipt,2010-11-25T15:51:46.498+01:00,complete
case-4071,T04_Determine_confirmation_of_receipt,2010-12-01T10:14:30.086+01:00,complete
case-4071,T05_Print_and_send_confirmation_of_receipt,2010-12-03T13:34:06.358+01:00,complete
case-4060,Confirmation_of_receipt,2010-11-08T10:25:51.042+01:00,complete
case-4060,T06_Determine_necessity_of_stop_advice,2010-11-08T10:26:14.161+01:00,complete
case-4060,T10_Determine_necessity_to_stop_indication,2010-11-08T10:26:42.087+01:00,complete
case-4060,T02_Check_confirmation_of_receipt,2010-11-26T08:56:40.517+01:00,complete
case-4060,T04_Determine_confirmation_of_receipt,2010-11-26T15:42:09.276+01:00,complete
case-4060,T05_Print_and_send_confirmation_of_receipt,2010-11-26T15:47:51.848+01:00,complete
case-4103,Confirmation_of_receipt,2010-11-08T10:47:19.211+01:00,complete
case-4103,T06_Determine_necessity_of_stop_advice,2010-11-08T10:47:36.538+01:00,complete
case-4103,T10_Determine_necessity_to_stop_indication,2010-11-08T10:48:12.243+01:00,complete
case-4103,T02_Check_confirmation_of_receipt,2010-11-09T10:23:46.696+01:00,complete
case-4103,T04_Determine_confirmation_of_receipt,2010-11-12T14:50:12.389+01:00,complete
case-4103,T05_Print_and_send_confirmation_of_receipt,2010-11-16T10:27:45.067+01:00,complete
case-4188,Confirmation_of_receipt,2010-11-08T12:44:00.430+01:00,complete
case-4188,T06_Determine_necessity_of_stop_advice,2010-11-08T12:46:16.023+01:00,complete
case-4188,T08_Draft_and_send_request_for_advice,2010-11-08T12:46:56.586+01:00,complete
case-4188,T09-4_Process_or_receive_external_advice_from_party_4,2010-11-08T12:47:12.538+01:00,complete
case-4188,T06_Determine_necessity_of_stop_advice,2010-11-08T12:47:34.348+01:00,complete
case-4188,T10_Determine_necessity_to_stop_indication,2010-11-08T12:49:11.529+01:00,complete
case-4188,T02_Check_confirmation_of_receipt,2010-11-09T12:13:20.418+01:00,complete
case-4188,T04_Determine_confirmation_of_receipt,2010-11-12T09:02:49.872+01:00,complete
case-4188,T05_Print_and_send_confirmation_of_receipt,2010-11-16T10:21:50.718+01:00,complete
case-3988,Confirmation_of_receipt,2010-11-08T13:51:30.397+01:00,complete
case-3988,T06_Determine_necessity_of_stop_advice,2010-11-09T08:46:13.771+01:00,complete
case-3988,T10_Determine_necessity_to_stop_indication,2010-11-09T08:47:00.517+01:00,complete
case-3988,T11_Create_document_X_request_unlicensed,2010-11-09T12:03:37.792+01:00,complete
case-3988,T12_Check_document_X_request_unlicensed,2010-11-09T12:56:25.059+01:00,complete
case-3988,T02_Check_confirmation_of_receipt,2010-11-09T15:57:15.740+01:00,complete
case-3988,T04_Determine_confirmation_of_receipt,2010-11-12T14:56:31.497+01:00,complete
case-3988,T05_Print_and_send_confirmation_of_receipt,2010-11-16T10:26:00.772+01:00,complete
case-3988,T13_Adjust_document_X_request_unlicensed,2010-12-03T13:08:59.345+01:00,complete
case-4119,Confirmation_of_receipt,2010-11-09T07:57:04.484+01:00,complete
case-4119,T06_Determine_necessity_of_stop_advice,2010-11-09T07:57:33.991+01:00,complete
case-4119,T10_Determine_necessity_to_stop_indication,2010-11-09T08:01:14.050+01:00,complete
case-4119,T02_Check_confirmation_of_receipt,2010-11-09T11:30:54.690+01:00,complete
case-4119,T04_Determine_confirmation_of_receipt,2010-11-12T09:00:02.359+01:00,complete
case-4119,T05_Print_and_send_confirmation_of_receipt,2010-11-16T10:21:07.769+01:00,complete
case-4083,Confirmation_of_receipt,2010-11-09T08:46:13.078+01:00,complete
case-4083,T06_Determine_necessity_of_stop_advice,2010-11-09T08:49:59.813+01:00,complete
case-4083,T10_Determine_necessity_to_stop_indication,2010-11-09T08:51:09.549+01:00,complete
case-4083,T02_Check_confirmation_of_receipt,2010-11-09T14:23:14.328+01:00,complete
case-4083,T04_Determine_confirmation_of_receipt,2010-11-12T14:52:24.857+01:00,complete
case-4083,T05_Print_and_send_confirmation_of_receipt,2010-11-16T10:28:14.641+01:00,complete
case-4101,Confirmation_of_receipt,2010-11-09T09:38:24.169+01:00,complete
case-4101,T06_Determine_necessity_of_stop_advice,2010-11-09T09:39:15.034+01:00,complete
case-4101,T10_Determine_necessity_to_stop_indication,2010-11-09T09:43:28.490+01:00,complete
case-4101,T02_Check_confirmation_of_receipt,2010-11-09T14:24:44.350+01:00,complete
case-4101,T04_Determine_confirmation_of_receipt,2010-11-12T14:54:10.595+01:00,complete
case-4101,T05_Print_and_send_confirmation_of_receipt,2010-11-16T10:23:37.090+01:00,complete
case-4111,Confirmation_of_receipt,2010-11-09T15:00:48.543+01:00,complete
case-4111,T02_Check_confirmation_of_receipt,2010-11-09T16:01:52.270+01:00,complete
case-4111,T06_Determine_necessity_of_stop_advice,2010-11-09T16:02:46.641+01:00,complete
case-4111,T07-1_Draft_intern_advice_aspect_1,2010-11-09T16:04:00.213+01:00,complete
case-4111,T06_Determine_necessity_of_stop_advice,2010-11-09T16:04:24.683+01:00,complete
case-4111,T04_Determine_confirmation_of_receipt,2010-11-12T15:04:23.485+01:00,complete
case-4111,T05_Print_and_send_confirmation_of_receipt,2010-11-16T10:22:26.674+01:00,complete
case-4111,T10_Determine_necessity_to_stop_indication,2010-12-08T11:54:32.200+01:00,complete
case-4118,Confirmation_of_receipt,2010-11-09T16:09:47.500+01:00,complete
case-4118,T06_Determine_necessity_of_stop_advice,2010-11-09T16:10:15.497+01:00,complete
case-4118,T10_Determine_necessity_to_stop_indication,2010-11-09T16:10:33.992+01:00,complete
case-4118,T02_Check_confirmation_of_receipt,2010-11-16T13:34:40.273+01:00,complete
case-4118,T04_Determine_confirmation_of_receipt,2010-11-22T08:28:28.030+01:00,complete
case-4118,T05_Print_and_send_confirmation_of_receipt,2010-11-30T09:01:21.356+01:00,complete
case-4279,Confirmation_of_receipt,2010-11-10T11:21:33.057+01:00,complete
case-4279,T06_Determine_necessity_of_stop_advice,2010-11-11T14:13:35.775+01:00,complete
case-4279,T10_Determine_necessity_to_stop_indication,2010-11-11T14:14:13.332+01:00,complete
case-4279,T02_Check_confirmation_of_receipt,2010-11-11T14:32:50.573+01:00,complete
case-4279,T04_Determine_confirmation_of_receipt,2010-11-11T14:33:20.077+01:00,complete
case-4279,T05_Print_and_send_confirmation_of_receipt,2010-11-11T14:33:31.895+01:00,complete
case-4013,Confirmation_of_receipt,2010-11-11T15:05:22.193+01:00,complete
case-4013,T06_Determine_necessity_of_stop_advice,2010-11-11T15:06:10.159+01:00,complete
case-4013,T10_Determine_necessity_to_stop_indication,2010-11-11T15:06:32.510+01:00,complete
case-4013,T02_Check_confirmation_of_receipt,2010-11-16T13:32:33.837+01:00,complete
case-4013,T04_Determine_confirmation_of_receipt,2010-11-22T08:26:54.898+01:00,complete
case-4013,T05_Print_and_send_confirmation_of_receipt,2010-11-30T08:59:53.407+01:00,complete
case-4251,Confirmation_of_receipt,2010-11-18T09:19:56.129+01:00,complete
case-4251,T06_Determine_necessity_of_stop_advice,2010-11-18T09:24:17.458+01:00,complete
case-4251,T10_Determine_necessity_to_stop_indication,2010-11-18T09:25:18.636+01:00,complete
case-4251,T02_Check_confirmation_of_receipt,2010-11-19T16:22:08.685+01:00,complete
case-4251,T04_Determine_confirmation_of_receipt,2010-11-24T11:33:38.008+01:00,complete
case-4251,T05_Print_and_send_confirmation_of_receipt,2010-11-30T09:28:28.886+01:00,complete
case-4414,Confirmation_of_receipt,2010-11-19T09:08:14.971+01:00,complete
case-4414,T06_Determine_necessity_of_stop_advice,2010-11-19T09:12:32.973+01:00,complete
case-4414,T10_Determine_necessity_to_stop_indication,2010-11-19T09:12:51.630+01:00,complete
case-4414,T02_Check_confirmation_of_receipt,2010-11-19T09:13:40.046+01:00,complete
case-4414,T04_Determine_confirmation_of_receipt,2010-11-23T12:47:07.717+01:00,complete
case-4414,T05_Print_and_send_confirmation_of_receipt,2010-11-30T09:25:07.358+01:00,complete
case-4388,Confirmation_of_receipt,2010-11-19T10:27:47.282+01:00,complete
case-4388,T06_Determine_necessity_of_stop_advice,2010-11-19T10:30:03.931+01:00,complete
case-4388,T10_Determine_necessity_to_stop_indication,2010-11-19T10:30:25.507+01:00,complete
case-4388,T02_Check_confirmation_of_receipt,2010-11-19T10:33:50.591+01:00,complete
case-4388,T04_Determine_confirmation_of_receipt,2010-11-23T12:48:10.035+01:00,complete
case-4388,T05_Print_and_send_confirmation_of_receipt,2010-11-23T12:48:54.429+01:00,complete
case-4274,Confirmation_of_receipt,2010-11-19T10:30:32.551+01:00,complete
case-4274,T06_Determine_necessity_of_stop_advice,2010-11-19T10:31:15.981+01:00,complete
case-4274,T10_Determine_necessity_to_stop_indication,2010-11-19T10:31:45.859+01:00,complete
case-4274,T02_Check_confirmation_of_receipt,2010-11-19T14:02:07.406+01:00,complete
case-4274,T04_Determine_confirmation_of_receipt,2010-11-24T11:23:03.928+01:00,complete
case-4274,T05_Print_and_send_confirmation_of_receipt,2010-11-30T09:29:49.304+01:00,complete
case-4344,Confirmation_of_receipt,2010-11-23T09:16:35.832+01:00,complete
case-4344,T02_Check_confirmation_of_receipt,2010-11-23T09:18:53.915+01:00,complete
case-4344,T04_Determine_confirmation_of_receipt,2010-11-23T09:19:10.039+01:00,complete
case-4344,T05_Print_and_send_confirmation_of_receipt,2010-11-23T09:24:11.612+01:00,complete
case-4344,T06_Determine_necessity_of_stop_advice,2010-11-23T09:25:26.571+01:00,complete
case-4344,T10_Determine_necessity_to_stop_indication,2010-11-23T09:27:57.790+01:00,complete
case-3927,Confirmation_of_receipt,2010-11-23T11:34:13.017+01:00,complete
case-3927,T02_Check_confirmation_of_receipt,2010-11-26T08:57:47.280+01:00,complete
case-3927,T04_Determine_confirmation_of_receipt,2010-11-30T10:23:33.230+01:00,complete
case-3927,T05_Print_and_send_confirmation_of_receipt,2010-12-06T15:17:29.108+01:00,complete
case-3927,T06_Determine_necessity_of_stop_advice,2011-04-27T12:00:24.623+02:00,complete
case-3927,T10_Determine_necessity_to_stop_indication,2011-04-27T12:00:46.956+02:00,complete
case-4161,Confirmation_of_receipt,2010-11-23T12:19:41.441+01:00,complete
case-4161,T02_Check_confirmation_of_receipt,2010-11-26T09:00:46.351+01:00,complete
case-4161,T04_Determine_confirmation_of_receipt,2010-11-30T08:21:40.981+01:00,complete
case-4161,T03_Adjust_confirmation_of_receipt,2011-02-07T10:04:23.135+01:00,complete
case-4161,T06_Determine_necessity_of_stop_advice,2011-02-07T10:04:23.862+01:00,complete
case-4380,Confirmation_of_receipt,2010-11-23T12:25:37.551+01:00,complete
case-4380,T02_Check_confirmation_of_receipt,2010-11-26T08:58:13.474+01:00,complete
case-4380,T04_Determine_confirmation_of_receipt,2010-11-30T08:39:05.866+01:00,complete
case-4380,T06_Determine_necessity_of_stop_advice,2010-11-30T08:40:11.604+01:00,complete
case-4380,T10_Determine_necessity_to_stop_indication,2010-11-30T08:40:35.638+01:00,complete
case-4380,T05_Print_and_send_confirmation_of_receipt,2010-12-06T15:16:35.712+01:00,complete
case-4411,Confirmation_of_receipt,2010-11-23T12:36:04.005+01:00,complete
case-4411,T06_Determine_necessity_of_stop_advice,2010-11-24T11:41:40.604+01:00,complete
case-4411,T10_Determine_necessity_to_stop_indication,2010-11-24T11:42:11.894+01:00,complete
case-4411,T02_Check_confirmation_of_receipt,2010-11-26T08:58:36.790+01:00,complete
case-4411,T04_Determine_confirmation_of_receipt,2010-11-30T08:55:50.262+01:00,complete
case-4411,T05_Print_and_send_confirmation_of_receipt,2010-12-06T15:17:13.976+01:00,complete
case-4317,Confirmation_of_receipt,2010-11-23T12:58:39.850+01:00,complete
case-4317,T06_Determine_necessity_of_stop_advice,2010-11-23T13:02:43.993+01:00,complete
case-4317,T10_Determine_necessity_to_stop_indication,2010-11-23T13:03:09.100+01:00,complete
case-4317,T02_Check_confirmation_of_receipt,2010-11-26T08:57:14.441+01:00,complete
case-4317,T04_Determine_confirmation_of_receipt,2010-11-26T10:09:50.090+01:00,complete
case-4317,T05_Print_and_send_confirmation_of_receipt,2010-11-30T10:02:41.089+01:00,complete
case-4347,Confirmation_of_receipt,2010-11-23T15:37:51.505+01:00,complete
case-4348,Confirmation_of_receipt,2010-11-23T15:47:49.945+01:00,complete
case-4349,Confirmation_of_receipt,2010-11-23T15:48:25.571+01:00,complete
case-4389,Confirmation_of_receipt,2010-11-23T15:58:38.429+01:00,complete
case-4345,Confirmation_of_receipt,2010-11-23T15:59:06.988+01:00,complete
case-4345,T02_Check_confirmation_of_receipt,2010-11-23T16:08:15.596+01:00,complete
case-4345,T04_Determine_confirmation_of_receipt,2010-11-25T10:16:49.103+01:00,complete
case-4345,T05_Print_and_send_confirmation_of_receipt,2010-11-30T09:46:14.548+01:00,complete
case-4345,T06_Determine_necessity_of_stop_advice,2010-11-30T13:58:39.431+01:00,complete
case-4345,T10_Determine_necessity_to_stop_indication,2010-11-30T13:58:56.702+01:00,complete
case-4363,Confirmation_of_receipt,2010-11-23T15:59:11.872+01:00,complete
case-4500,Confirmation_of_receipt,2010-11-24T16:02:24.377+01:00,complete
case-4500,T02_Check_confirmation_of_receipt,2010-11-24T16:02:37.600+01:00,complete
case-4500,T04_Determine_confirmation_of_receipt,2010-11-24T16:02:47.233+01:00,complete
case-4500,T06_Determine_necessity_of_stop_advice,2010-11-24T16:02:59.904+01:00,complete
case-4500,T10_Determine_necessity_to_stop_indication,2010-11-24T16:03:16.770+01:00,complete
case-4500,T05_Print_and_send_confirmation_of_receipt,2010-11-24T16:26:00.225+01:00,complete
case-3983,Confirmation_of_receipt,2010-11-25T08:59:33.164+01:00,complete
case-3983,T02_Check_confirmation_of_receipt,2010-11-25T09:01:56.987+01:00,complete
case-3983,T03_Adjust_confirmation_of_receipt,2010-11-25T09:07:20.020+01:00,complete
case-3983,T02_Check_confirmation_of_receipt,2010-11-25T09:07:47.085+01:00,complete
case-3983,T04_Determine_confirmation_of_receipt,2010-11-25T09:08:09.843+01:00,complete
case-3983,T06_Determine_necessity_of_stop_advice,2010-11-25T09:08:35.547+01:00,complete
case-3983,T10_Determine_necessity_to_stop_indication,2010-11-25T09:08:59.165+01:00,complete
case-3983,T05_Print_and_send_confirmation_of_receipt,2010-11-30T09:31:08.264+01:00,complete
case-4346,Confirmation_of_receipt,2010-11-25T09:01:06.997+01:00,complete
case-4346,T02_Check_confirmation_of_receipt,2010-11-25T09:09:53.721+01:00,complete
case-4346,T04_Determine_confirmation_of_receipt,2010-11-25T10:24:54.306+01:00,complete
case-4346,T05_Print_and_send_confirmation_of_receipt,2010-11-30T09:32:31.628+01:00,complete
case-4346,T06_Determine_necessity_of_stop_advice,2011-04-04T13:48:49.776+02:00,complete
case-4346,T07-1_Draft_intern_advice_aspect_1,2011-04-04T13:51:48.317+02:00,complete
case-4346,T06_Determine_necessity_of_stop_advice,2011-04-04T13:52:20.251+02:00,complete
case-4346,T10_Determine_necessity_to_stop_indication,2011-04-04T13:54:21.379+02:00,complete
case-4117,Confirmation_of_receipt,2010-11-25T15:19:58.537+01:00,complete
case-4117,T06_Determine_necessity_of_stop_advice,2010-11-25T15:24:57.419+01:00,complete
case-4117,T10_Determine_necessity_to_stop_indication,2010-11-25T15:31:09.270+01:00,complete
case-4117,T02_Check_confirmation_of_receipt,2010-11-26T09:29:43.743+01:00,complete
case-4117,T03_Adjust_confirmation_of_receipt,2010-11-29T08:04:51.772+01:00,complete
case-4117,T02_Check_confirmation_of_receipt,2010-11-30T07:53:13.904+01:00,complete
case-4117,T04_Determine_confirmation_of_receipt,2010-12-09T13:38:51.711+01:00,complete
case-4117,T05_Print_and_send_confirmation_of_receipt,2010-12-10T09:11:23.508+01:00,complete
case-4146,Confirmation_of_receipt,2010-11-25T16:15:12.031+01:00,complete
case-4146,T06_Determine_necessity_of_stop_advice,2010-11-25T16:15:42.738+01:00,complete
case-4146,T10_Determine_necessity_to_stop_indication,2010-11-25T16:16:29.698+01:00,complete
case-4146,T02_Check_confirmation_of_receipt,2010-11-30T09:09:54.177+01:00,complete
case-4146,T04_Determine_confirmation_of_receipt,2010-11-30T09:10:50.238+01:00,complete
case-4146,T05_Print_and_send_confirmation_of_receipt,2010-11-30T09:11:11.593+01:00,complete
case-4247,Confirmation_of_receipt,2010-11-25T16:26:23.142+01:00,complete
case-4247,T06_Determine_necessity_of_stop_advice,2010-11-25T16:26:41.545+01:00,complete
case-4247,T10_Determine_necessity_to_stop_indication,2010-11-25T16:27:03.105+01:00,complete
case-4247,T02_Check_confirmation_of_receipt,2010-11-30T11:15:10.421+01:00,complete
case-4247,T04_Determine_confirmation_of_receipt,2010-11-30T11:33:21.851+01:00,complete
case-4247,T05_Print_and_send_confirmation_of_receipt,2010-11-30T12:26:33.377+01:00,complete
case-4396,Confirmation_of_receipt,2010-11-25T16:35:43.970+01:00,complete
case-4396,T06_Determine_necessity_of_stop_advice,2010-11-25T16:35:59.878+01:00,complete
case-4396,T10_Determine_necessity_to_stop_indication,2010-11-25T16:36:17.475+01:00,complete
case-4396,T02_Check_confirmation_of_receipt,2010-11-25T17:36:52.317+01:00,complete
case-4396,T04_Determine_confirmation_of_receipt,2010-11-30T12:01:22.599+01:00,complete
case-4396,T05_Print_and_send_confirmation_of_receipt,2010-12-06T15:18:46.819+01:00,complete
case-4159,Confirmation_of_receipt,2010-11-26T11:50:26.184+01:00,complete
case-4159,T06_Determine_necessity_of_stop_advice,2010-11-26T11:53:55.563+01:00,complete
case-4159,T10_Determine_necessity_to_stop_indication,2010-11-26T11:54:25.036+01:00,complete
case-4159,T02_Check_confirmation_of_receipt,2010-11-26T14:23:11.333+01:00,complete
